date,real_price,real_dividend,real_earnings
2005.03,1687.59,28.57,85.05
2005.04,1633.57,28.71,85.90
2005.05,1654.70,29.07,87.42
2005.06,1687.50,29.38,88.79
2005.07,1707.65,29.49,89.88
2005.08,1701.78,29.59,90.91
2005.09,1683.50,29.48,91.28
2005.10,1633.58,29.77,92.63
2005.11,1709.54,30.35,94.93
2005.12,1750.76,30.82,96.87
2006.01,1760.45,30.85,97.44
2006.02,1754.05,31.04,98.54
2006.03,1767.74,31.13,99.29
2006.04,1764.25,31.16,99.28
2006.05,1739.14,31.30,99.61
2006.06,1686.15,31.54,100.23
2006.07,1690.66,31.74,101.76
2006.08,1723.37,31.97,103.38
2006.09,1773.03,32.43,105.72
2006.10,1844.43,32.96,107.62
2006.11,1881.40,33.36,109.11
2006.12,1916.19,33.66,110.27
2007.01,1920.80,33.83,110.67
2007.02,1938.26,33.92,110.82
2007.03,1870.45,33.89,110.54
2007.04,1933.26,33.97,110.61
2007.05,1983.88,34.06,110.71
2007.06,1984.04,34.29,111.27
2007.07,1993.09,34.65,108.54
2007.08,1909.97,35.07,105.97
2007.09,1960.37,35.33,102.92
2007.10,2011.77,35.58,97.29
2007.11,1900.83,35.69,91.34
2007.12,1922.68,36.04,86.02
2008.01,1783.24,36.11,83.10
2008.02,1747.26,36.25,80.37
2008.03,1683.75,36.18,77.21
2008.04,1741.63,36.14,72.92
2008.05,1768.36,36.01,68.53
2008.06,1673.40,35.82,64.09
2008.07,1560.50,35.69,61.51
2008.08,1596.84,35.89,59.51
2008.09,1518.54,36.00,57.34
2008.10,1221.23,36.17,44.87
2008.11,1134.86,36.68,32.43
2008.12,1139.60,36.87,19.32
2009.01,1119.17,36.22,15.78
2009.02,1035.99,35.56,12.27
2009.03,971.74,34.99,8.80
2009.04,1085.85,34.19,9.06
2009.05,1151.99,33.38,9.31
2009.06,1172.19,32.39,9.51
2009.07,1186.35,31.73,11.65
2009.08,1277.18,30.94,13.74
2009.09,1320.40,30.21,15.85
2009.10,1348.31,29.56,32.01
2009.11,1373.12,28.91,48.16
2009.12,1403.74,28.33,64.44
2010.01,1415.59,28.02,68.40
2010.02,1371.89,27.80,72.56
2010.03,1445.17,27.47,76.43
2010.04,1499.35,27.48,78.88
2010.05,1407.77,27.52,81.39
2010.06,1356.92,27.61,84.04
2010.07,1352.17,27.73,86.01
2010.08,1359.66,27.82,87.88
2010.09,1402.36,27.93,89.81
2010.10,1462.41,28.06,91.98
2010.11,1495.87,28.20,94.23
2010.12,1546.41,28.31,96.34
2011.01,1590.02,28.47,97.52
2011.02,1629.71,28.62,98.67
2011.03,1593.66,28.62,99.33
2011.04,1616.26,28.81,99.73
2011.05,1616.91,29.04,100.30
2011.06,1556.93,29.44,101.44
2011.07,1601.35,29.75,102.60
2011.08,1428.38,30.01,103.57
2011.09,1412.46,30.30,104.66
2011.10,1455.58,30.86,104.86
2011.11,1479.98,31.39,104.94
2011.12,1504.09,31.97,105.19
2012.01,1566.46,32.20,105.36
2012.02,1621.84,32.43,105.54
2012.03,1653.36,32.55,105.37
2012.04,1645.04,32.84,104.81
2012.05,1593.33,33.26,104.69
2012.06,1574.50,33.69,104.60
2012.07,1620.33,34.25,104.20
2012.08,1663.11,34.56,103.06
2012.09,1702.88,34.91,102.05
2012.10,1696.93,35.58,102.09
2012.11,1653.65,36.40,102.58
2012.12,1691.15,37.16,102.86
2013.01,1755.05,37.39,103.03
2013.02,1778.32,37.42,102.66
2013.03,1818.86,37.66,102.86
2013.04,1844.08,38.15,104.24
2013.05,1921.83,38.54,105.32
2013.06,1892.60,38.90,106.33
2013.07,1950.18,39.32,107.63
2013.08,1949.48,39.72,108.83
2013.09,1967.13,40.11,110.03
2013.10,2010.62,40.44,112.59
2013.11,2089.13,40.75,115.09
2013.12,2117.71,40.99,117.38
2014.01,2126.87,41.32,117.20
2014.02,2112.85,41.65,117.02
2014.03,2153.03,41.86,116.52
2014.04,2146.81,42.16,117.01
2014.05,2168.61,42.46,117.47
2014.06,2230.24,42.82,118.12
2014.07,2260.91,43.26,119.25
2014.08,2251.42,43.75,120.53
2014.09,2286.08,44.15,121.53
2014.10,2227.49,44.62,120.44
2014.11,2363.63,45.23,119.68
2014.12,2388.39,45.85,118.95
2015.01,2369.20,46.60,118.32
2015.02,2421.79,46.93,116.62
2015.03,2404.90,47.18,114.75
2015.04,2417.18,47.45,112.85
2015.05,2424.53,47.56,110.62
2015.06,2401.60,47.75,108.58
2015.07,2395.55,48.04,106.95
2015.08,2336.77,48.40,105.48
2015.09,2230.89,48.77,104.02
2015.10,2324.18,49.13,102.48
2015.11,2393.30,49.57,101.12
2015.12,2370.87,50.08,99.88
2016.01,2210.84,50.19,99.68
2016.02,2192.70,50.33,99.56
2016.03,2318.04,50.31,99.10
2016.04,2368.24,50.29,98.81
2016.05,2347.35,50.31,98.60
2016.06,2360.44,50.36,98.45
2016.07,2438.02,50.66,99.44
2016.08,2460.78,50.83,100.16
2016.09,2439.88,50.92,100.74
2016.10,2420.28,51.11,102.67
2016.11,2448.90,51.44,104.89
2016.12,2540.41,51.68,106.91
2017.01,2557.72,51.63,108.45
2017.02,2611.10,51.72,110.25
2017.03,2650.31,51.94,112.30
2017.04,2634.09,52.09,113.36
2017.05,2672.05,52.36,114.65
2017.06,2712.69,52.63,115.93
2017.07,2736.99,53.02,117.15
2017.08,2731.18,53.21,117.93
2017.09,2757.30,53.28,118.44
2017.10,2830.05,53.59,119.55
2017.11,2870.50,53.87,120.58
2017.12,2950.52,54.19,121.68
2018.01,3072.71,54.28,123.06
2018.02,2966.04,54.43,124.54
2018.03,2956.73,54.70,126.29
2018.04,2891.48,54.84,128.34
2018.05,2931.44,54.97,130.36
2018.06,2984.04,55.24,132.69
2018.07,3026.40,55.73,135.54
2018.08,3094.21,56.18,138.32
2018.09,3137.86,56.60,141.01
2018.10,3007.05,57.01,141.48
2018.11,2949.75,57.71,142.68
2018.12,2789.77,58.41,143.86
2019.01,2827.94,58.73,144.31
2019.02,2975.30,58.91,144.42
2019.03,3011.36,59.00,144.33
2019.04,3102.14,59.10,143.88
2019.05,3043.22,59.38,143.89
2019.06,3080.41,59.77,144.17
2019.07,3188.00,60.07,143.09
2019.08,3083.22,60.48,142.26
2019.09,3170.82,60.84,141.31
2019.10,3158.84,61.06,143.31
2019.11,3295.57,61.46,145.71
2019.12,3374.90,61.87,148.17
2020.01,3469.22,62.11,139.43
2020.02,3458.80,62.41,130.91
2020.03,2805.38,63.02,123.04
2020.04,2940.95,63.48,117.80
2020.05,3108.75,63.51,111.73
2020.06,3287.79,63.20,105.08
2020.07,3379.72,62.59,104.20
2020.08,3562.46,62.10,103.52
2020.09,3530.03,61.73,103.02
2020.10,3584.33,61.50,101.55
2020.11,3723.20,61.34,100.18
2020.12,3873.06,61.08,98.66
2021.01,3959.39,60.60,110.09
2021.02,4030.92,60.05,121.28
2021.03,4030.48,59.40,132.13
2021.04,4233.43,59.00,141.46
2021.05,4226.81,58.61,150.66
2021.06,4258.88,58.14,159.50
2021.07,4363.71,,
2021.08,4443.57,,
2021.09,4477.20,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
